x	y	label
0.834631569	0.851234035	a
0.900185688	0.6635423	a
0.984608174	0.291837854	a
0.88600995	0.714088118	a
0.735687765	0.976314174	a
0.813114733	0.893902906	a
0.739507047	0.971480122	a
0.932056151	0.544328847	a
0.983336662	0.318488975	a
0.865973165	0.77553554	a
0.888487856	0.706100733	a
0.926679977	0.574509182	a
0.984689005	0.288164579	a
0.966965318	0.434081326	a
0.951691988	0.475798452	a
0.858761265	0.793996514	a
0.839766609	0.839973929	a
0.771685404	0.948807914	a
0.927659185	0.561352116	a
0.830985284	0.853237568	a
0.98536206	0.285646973	a
0.986820374	0.277877636	a
0.896876777	0.680841879	a
0.927270924	0.564455305	a
0.931592487	0.547169328	a
0.844475563	0.827552222	a
0.938414574	0.519655372	a
0.985644242	0.283054684	a
0.985747244	0.281990729	a
0.778340041	0.940740693	a
0.930838331	0.551878617	a
0.863502267	0.781062357	a
0.986360666	0.280610009	a
0.947343864	0.496229382	a
0.904528078	0.656586451	a
0.825995322	0.867843793	a
0.87536257	0.748336065	a
0.985747244	0.281990729	a
0.879550278	0.730743046	a
0.672004256	0.996191965	a
